timestamp,speed_mph,incident_text,max_severity,n_incidents,affected_streets,weather,temperature_f
2017-01-03 07:00:00,29.88,Right hand shoulder blocked due to accident on I-280 Northbound at Exit 55 Indiana St. | Accident on 29th St at Fruitvale Ave.,3,5,"John F Foran Fwy N, Fruitvale Ave, J Arthur Younger Fwy W",Overcast,49.6
2017-01-03 08:00:00,54.46,#2 lane blocked due to accident on US-101 Northbound near Exit 416 3rd Ave. | Right hand shoulder blocked due to accident on I-880 Northbound near Exit 36 Hegenberger Rd.,3,5,"E 3rd Ave, I-880 N, Norman Y Mineta Hwy",Overcast,49.4
2017-01-03 09:00:00,62.22,Accident on I-880 Southbound near Exit 41B I-980. | Lane blocked on exit ramp due to accident on I-880 Northbound at Exit 10 Dixon Landing Rd.,3,8,"Nimitz Fwy S, I-880 N, James Lick Fwy N",Overcast,50.4
2017-01-03 10:00:00,62.86,Accident on San Pablo Dam Rd at El Portal Dr. | At Hillsdale Blvd/Exit 414A - Accident.,2,4,"San Pablo Dam Rd, E Hillsdale Blvd, I-880 N",Overcast,51.8
2017-01-03 11:00:00,63.05,Slow lane blocked due to accident on I-280 Northbound near Exit 33 CA-92. | Accident on CA-84 Westbound at Exit 37 Ardenwood Blvd.,3,4,"Junipero Serra Fwy N, CA-84 W, San Tomas Expy",Light Rain,53.5
2017-01-03 12:00:00,62.92,At Sir Francis Drake Blvd - Accident.,2,1,I-580 W,Overcast,50.0
2017-01-03 13:00:00,62.06,Accident on I-280 Southbound at Exit 1A McLaughlin Ave. | Accident on US-101 Southbound at Exit 414A Hillsdale Blvd.,3,5,"I-280 S, Bayshore Fwy S, Junipero Serra Fwy N",Light Rain,53.1
2017-01-03 14:00:00,61.38,Lane blocked on exit ramp due to accident on US-101 Northbound at Exit 409 Whipple Ave. | Accident on CA-24 Westbound near Exit 7A Old Tunnel Rd.,2,4,"Bayshore Fwy S, Grove Shafter Fwy W, Camino Pablo",Light Rain,53.4
2017-01-03 15:00:00,59.38,Accident on Shamrock Dr at Kavanagh Rd. | Accident on I-580 Westbound at Exits 2 2B Main St.,3,6,"Kavanagh Rd, Main St, I-880 N",Light Rain,53.0
2017-01-03 16:00:00,59.78,Accident on I-580 Eastbound at Exits 1 1B US-101. | #4 lane blocked due to accident on I-280 Northbound at Exit 36 Golf Course Dr.,3,6,"I-580 E, Junipero Serra Fwy N, I-280 S",Light Rain,53.8
2017-01-03 17:00:00,58.86,Accident on CA-85 Northbound at Cottle Rd. | Accident on US-101 Northbound at Exits 451 451A 451B I-580.,3,10,"Norman Y Mineta Hwy, US-101 N, I-280 S",Light Rain,54.2
2017-01-03 18:00:00,57.19,Accident on I-80 Westbound at Exits 8A 8B I-880. | Lane blocked on exit ramp due to accident on I-880 Northbound at Exit 36 Hegenberger Rd.,3,13,"I-80 W, Nimitz Fwy S, Trimble Rd",Light Rain,54.2
2017-01-03 19:00:00,59.48,Accident on I-880 Northbound at Exit 44 Frontage Rd. | Accident on I-880 Northbound at Exit 37 66th Ave.,3,3,"I-880 N, I-80 E",Light Rain,54.3
2017-01-03 20:00:00,58.82,Accident on I-280 Northbound at Exit 51 Ocean Ave. | Accident on I-580 Eastbound at Exit 24 Montana St.,3,6,"John F Foran Fwy, I-580 E, Guadalupe Pkwy N",Light Rain,54.7
2017-01-03 21:00:00,59.58,Right hand shoulder blocked due to accident on CA-237 Westbound around Exit 5 County Hwy-G2 Lawrence Expy. | Accident on CA-85 Southbound at Exit 4 Blossom Hill Rd.,3,8,"CA-237 W, CA-85 S, I-280 S",Light Rain,55.3
2017-01-03 22:00:00,60.09,Accident on I-680 Northbound at Exits 49 49A 49B 50 CA-242. | Accident on I-880 Northbound at Exit 15 Auto Mall Pkwy.,3,6,"I-680 N, I-880 N, Junipero Serra Fwy N",Light Rain,55.6
2017-01-03 23:00:00,59.99,Normal traffic flow,0,0,,Clear,58.4
2017-01-04 00:00:00,60.72,Right hand shoulder blocked due to accident on I-280 Southbound at Exits 1C 5A 5B CA-17. | Accident on US-101 Northbound at Exits 454 454B San Pedro Rd.,3,2,"I-880 S, US-101 N",Light Drizzle,56.1
2017-01-04 01:00:00,60.73,One lane blocked due to accident and vehicles spun around on I-280 Northbound at Exit 7 Saratoga Ave. | Right hand shoulder blocked due to accident on CA-85 Northbound at Exit 11B Winchester Blvd.,3,4,"Saratoga Ave, Winchester Blvd, Sinclair Fwy N",Light Rain,57.0
2017-01-04 02:00:00,60.74,Lane blocked due to accident on I-280 Northbound at Exit 29 Edgewood Rd. | Lane blocked due to accident on US-101 Northbound at Exits 450A 450B Redwood Hwy.,3,6,"Junipero Serra Fwy N, US-101 S, San Francisco-Oakland Bay Brg E",Light Rain,57.1
2017-01-04 03:00:00,60.57,Normal traffic flow,0,0,,Clear,58.4
2017-01-04 04:00:00,61.27,Normal traffic flow,0,0,,Clear,58.4
2017-01-04 05:00:00,58.72,Normal traffic flow,0,0,,Clear,58.4
2017-01-04 06:00:00,47.42,Normal traffic flow,0,0,,Clear,58.4
2017-01-04 07:00:00,30.38,Normal traffic flow,0,0,,Clear,58.4
2017-01-04 08:00:00,32.33,Normal traffic flow,0,0,,Clear,58.4
2017-01-04 09:00:00,56.02,Normal traffic flow,0,0,,Clear,58.4
2017-01-04 10:00:00,61.82,Normal traffic flow,0,0,,Clear,58.4
2017-01-04 11:00:00,62.28,At CA-13/Ashby Ave/Bay St - Accident. Left lane blocked. | At I-880/Nimitz Fwy - Accident. Left lane blocked.,2,3,"I-580 W, Auto Mall Pkwy, Grove Shafter Fwy E",Overcast,53.6
2017-01-04 12:00:00,61.63,Shoulder blocked on entry ramp due to accident on I-380 Eastbound from CA-82 El Camino Real. | Shoulder blocked on exit ramp due to accident on I-280 Northbound at Exit 24 Sand Hill Rd.,3,3,"I-380 W, Junipero Serra Fwy N, Guadalupe Fwy N",Overcast,53.6
2017-01-04 13:00:00,62.46,Accident on I-80 I-580 Eastbound near Exit 10 I-580.,3,1,Ashby Ave,Overcast,54.0
2017-01-04 14:00:00,61.96,Right hand shoulder blocked due to accident on CA-237 Eastbound at Exits 1A 1B CA-85. | Accident on I-880 Northbound at Exits 30 31A I-238.,3,2,"CA-237 E, I-880 N",Light Rain,52.6
2017-01-04 15:00:00,59.21,Lane blocked on exit ramp due to accident on I-880 Northbound at Exit 19 Thornton Ave. | Accident on CA-237 Eastbound at Exit 7 1st St.,3,4,"CA-84 W, Southbay Fwy, I-580 W",Light Rain,51.9
2017-01-04 16:00:00,58.92,Accident on I-880 Southbound at Exit 40 Embarcadero. | #2 lane blocked due to accident on I-980 Eastbound at Exits 2A 2B I-580.,3,3,"Nimitz Fwy S, I-580 E, US-101 N",Light Rain,51.7
2017-01-04 17:00:00,59.86,At Powell St - Accident. | At University Ave - Accident.,3,4,"Eastshore Fwy W, I-580 W, Bayshore Fwy S",Light Rain,50.7
2017-01-04 18:00:00,59.84,Accident on I-880 Northbound at Exits 4B 4C US-101. | #1 lane blocked due to accident on I-880 Northbound at Exit 37 66th Ave.,3,7,"I-880 N, Central Ave, Lafayette St",Overcast,50.0
2017-01-04 19:00:00,60.61,Accident on US-101 Northbound at Exit 422 Airport Access Rd. | Accident on I-280 Southbound at Exits 1 1B 2 11th St.,3,4,"US-101 N, I-280 S, Guadalupe Fwy S",Light Rain,49.2
2017-01-04 20:00:00,59.22,Lane blocked on exit ramp due to accident on I-80 I-580 Eastbound at Exit 11 I-580. | Lane blocked on entry ramp from two due to accident on I-380 Eastbound at Exit 5 CA-82 El Camino Real.,3,8,"I-580 W, I-380 E, Eastshore Fwy W",Overcast,48.5
2017-01-04 21:00:00,56.96,Accident on Lewelling Blvd at Ronda St. | Lane blocked on exit ramp due to accident on CA-85 Southbound at Exits 18 19 Stevens Creek Blvd.,3,7,"Ronda St, CA-85 S, CA-237 W",Light Rain,48.5
2017-01-04 22:00:00,58.64,Accident on CA-1 Coast Hwy Northbound at CA-1 Coast Hwy Cabrillo Hwy. | Accident on CA-185 14th St at 164th Ave.,3,7,"Coast Hwy, 164th Ave, CA-17 N",Light Rain,48.1
2017-01-04 23:00:00,60.24,Lane blocked due to accident on US-101 Southbound at Exits 420 421 Millbrae Ave. | At Geneva Ave - Accident.,4,2,"Bayshore Fwy S, John F Foran Fwy",Light Rain,46.9
2017-01-05 00:00:00,60.89,Right hand shoulder blocked due to accident now on the shoulder on I-880 Southbound at Exit 41B I-980. | Right hand shoulder blocked due to accident now on the shoulder on I-880 Southbound at Exit 44 Frontage Rd.,3,6,"Nimitz Fwy S, I-880 S, I-580 W",Overcast,47.4
2017-01-05 01:00:00,60.72,Shoulder blocked on entry ramp due to accident on US-101 Northbound at Exits 420 421 Millbrae Ave. | Lane blocked due to accident on County Hwy-G2 Lawrence Expy both ways at CA-82 El Camino Real.,3,7,"Millbrae Ave, Lawrence Expy, Sinclair Fwy N",Overcast,46.9
2017-01-05 02:00:00,60.78,Lane blocked due to accident on US-101 Northbound at Exit 416 3rd Ave. | Lane blocked due to accident on Grove Way both ways at Redwood Rd.,3,6,"E 3rd Ave, Grove Way, I-680 N",Overcast,46.4
2017-01-05 03:00:00,60.98,Accident on I-580 Eastbound near Exit 24 35th Ave. | Accident on CA-87 Southbound at Exits 1 1D Capitol Expy.,3,3,"I-580 E, Guadalupe Fwy N, I-680 N",Mostly Cloudy,45.4
2017-01-05 04:00:00,61.87,Normal traffic flow,0,0,,Clear,58.4
2017-01-05 05:00:00,60.57,Accident on 8th St both ways at Bryant St.,2,1,8th St,Mostly Cloudy,46.0
2017-01-05 06:00:00,50.39,At Paseo Padre Pky/Thornton Ave - Accident.,2,1,CA-84 W,Partly Cloudy,46.0
2017-01-05 07:00:00,34.72,Lane blocked on entry ramp due to accident on CA-4 Westbound at Exit 11 Morello Ave. | Ramp to CA-92/Fashion Island Blvd/Exit 414B - Accident.,3,6,"CA-4 W, CA-92 E, US-101 N",Clear,43.4
2017-01-05 08:00:00,33.87,At Marina Blvd - Accident. | At Blossom Hill Rd/Silver Creek Valley Rd - Accident. Right lane blocked.,3,4,"Nimitz Fwy S, Bayshore Fwy S, I-580 W",Mostly Cloudy,45.0
2017-01-05 09:00:00,60.09,Accident on Five Canyons Pkwy Northbound at Fairview Ave. | Accident on US-101 Northbound at Exits 386A 386B McKee Rd.,3,6,"Five Canyons Pkwy, US-101 N, I-880 N",Partly Cloudy,48.1
2017-01-05 10:00:00,61.32,Accident on US-101 Eastbound at Exit 414B CA-92. | Lane blocked on entry ramp due to accident on US-101 Southbound at Exits 396A 396B Mathilda Ave.,3,4,"CA-92 E, Bayshore Fwy S, Mowry Ave",Partly Cloudy,49.5
2017-01-05 11:00:00,61.27,Accident on US-101 Southbound at Exit 378 Blossom Hill Rd. | Accident on Alhambra Valley Rd Eastbound at Castro Ranch Rd.,3,4,"Bayshore Fwy S, Castro Ranch Rd, Sinclair Fwy N",Partly Cloudy,49.7
2017-01-05 12:00:00,61.76,Queueing traffic due to accident on US-101 Northbound at Exit 394 County Hwy-G2 Lawrence Expy. | Right hand shoulder blocked due to accident on I-880 Northbound between Exit 28 Winton Ave and Exit 29 A St.,3,8,"Lawrence Expy, I-880 N, San Bruno Ave",Partly Cloudy,50.4
2017-01-05 13:00:00,61.68,Accident on CA-85 Northbound at Exit 20 Fremont Ave.,2,1,Norman Y Mineta Hwy,Clear,50.0
2017-01-05 14:00:00,61.81,#1 lane blocked due to accident on CA-35 Northbound at I-280. | Closed between Newark Blvd/Ardenwood Blvd and CA-84/Decoto Rd - Road closed due to accident.,4,4,"CA-35, CA-84 E, CA-17 N",Partly Cloudy,51.3
2017-01-05 15:00:00,60.64,#1 lane blocked due to accident on CA-1 Southbound at Exits 509 509A Clarinada Ave. | Accident on I-80 Westbound at Exits 8A 8B I-880.,3,4,"Coast Hwy, I-80 W, Guadalupe Pkwy N",Partly Cloudy,50.6
2017-01-05 16:00:00,61.5,#5 lane blocked due to accident on US-101 Southbound at Exit 439 Transit Transfer Facility. | At 7th St/10th St/Virginia St - Accident.,2,5,"Golden Gate Brg S, I-280 S, US-101 N",Partly Cloudy,48.8
2017-01-05 17:00:00,61.27,Accident on I-680 Northbound at Exit 12 CA-262 Mission Blvd. | Accident on US-101 Northbound at Exits 400B 400C San Antonio Rd.,3,6,"I-680 N, US-101 N, I-580 E",Clear,48.3
2017-01-05 18:00:00,61.42,Two lanes blocked due to accident on I-880 Northbound at Exit 29 A St. | Accident on CA-85 Northbound at Exits 19A 19B Homestead Rd.,3,9,"I-880 N, Norman Y Mineta Hwy, CA-17 S",Clear,43.8
2017-01-05 19:00:00,62.82,#5 lane blocked due to accident on US-101 Northbound at Exit 402 Embarcadero Rd. | Slow lane blocked due to accident on I-280 Southbound at Exit 2A 4th St.,3,5,"US-101 N, I-280 S, San Tomas Expy",Clear,44.1
2017-01-05 20:00:00,63.11,Accident on I-880 Southbound at Exit 26 Tennyson Rd. | #1 lane blocked due to accident on I-880 Southbound at Exit 29 A St.,3,7,"Nimitz Fwy S, I-880 N, CA-17 S",Clear,40.8
2017-01-05 21:00:00,63.24,Accident on US-101 Southbound at Exits 430A 430B 431 I-280. | Accident on I-880 Northbound at Exit 19 Thornton Ave.,3,4,"James Lick Fwy S, CA-84 W, Niles Canyon Rd",Clear,44.0
2017-01-05 22:00:00,62.75,Lane blocked on exit ramp due to accident on US-101 Southbound at Exits 400A 400B Rengstorff Ave. | Accident on CA-85 Southbound at Exits 10 11 Bascom Ave.,3,9,"US-101 N, CA-85 S, Bayshore Fwy S",Clear,41.4
2017-01-05 23:00:00,61.62,Lane blocked and queueing traffic due to accident on US-101 Northbound at Exit 415 Kehoe Ave. | Right hand shoulder blocked due to accident now on the shoulder on County Hwy-G4 San Tomas Expy Eastbound at Moorpark Ave.,2,2,"US-101 N, Moorpark Ave",Clear,38.6
2017-01-06 00:00:00,61.41,Slow lane blocked due to accident on I-880 Northbound at Exit 40 Embarcadero. | Left lane blocked due to accident on I-580 Westbound at Exit 23 Fruitvale Ave.,3,2,"I-880 N, I-580 W",Clear,39.0
2017-01-06 01:00:00,60.93,Normal traffic flow,0,0,,Clear,58.4
2017-01-06 02:00:00,60.93,Lane blocked due to accident on I-280 Southbound at Exit 6 Winchester Blvd.,3,1,S Winchester Blvd,Clear,32.0
2017-01-06 03:00:00,61.07,Right hand shoulder blocked due to accident on CA-87 Southbound at Exits 1 1D Capitol Expy. | Right hand shoulder blocked due to accident and smoke blowing across the road on I-580 Westbound at Exit 51 Isabel Ave.,3,2,"Guadalupe Fwy N, Isabel Ave",Clear,31.1
2017-01-06 04:00:00,62.29,At Appian Way - Accident.,2,1,I-80 W,Clear,32.0
2017-01-06 05:00:00,60.63,Left hand shoulder blocked and right hand shoulder blocked due to accident on I-980 Eastbound before I-580.,3,1,Grove Shafter Fwy E,Partly Cloudy,39.0
2017-01-06 06:00:00,57.72,Normal traffic flow,0,0,,Clear,58.4
2017-01-06 07:00:00,47.38,One lane blocked due to accident on I-80 Westbound at Exit 21 Appian Way. | At McKee Rd - Accident.,3,2,"I-80 E, I-680 S",Mostly Cloudy,34.0
2017-01-06 08:00:00,33.74,Right hand shoulder blocked due to accident on I-680 Southbound at Exit 31 Alcosta Blvd. | Right hand shoulder blocked due to accident on US-101 Northbound at Exit 388A Oakland Rd.,3,4,"I-680 S, US-101 N, Ellis St",Clear,36.2
2017-01-06 09:00:00,57.1,Right hand shoulder blocked due to accident on I-880 Northbound before Hesperian Blvd. | Accident on I-80 Westbound near Toll Plaza.,3,6,"Hesperian Blvd, I-80 W, J Arthur Younger Fwy W",Clear,43.2
2017-01-06 10:00:00,60.84,Slow lane blocked due to accident on CA-24 Westbound near Exit 7A Old Tunnel Rd. | Accident on I-280 Northbound before Alemany Blvd.,3,3,"Fish Ranch Rd, James Lick Fwy N, I-580 E",Mostly Cloudy,45.0
2017-01-06 11:00:00,62.28,Accident on I-80 Westbound near Toll Plaza. | #3 lane blocked and right hand shoulder blocked due to accident on I-280 Northbound before Exit 9 County Hwy-G2 Lawrence Expy.,3,10,"I-80 W, Junipero Serra Fwy N, I-880 N",Mostly Cloudy,46.9
2017-01-06 12:00:00,61.97,Right hand shoulder blocked due to accident on I-80 Westbound before Exits 8A 8B I-880. | #1 lane blocked due to accident on CA-24 Westbound before Exit 9 Camino Pablo.,3,2,"I-80 W, Bryant Way",Scattered Clouds,48.5
2017-01-06 13:00:00,61.87,Accident on CA-87 Guadalupe Pkwy Northbound before Exits 4 5 6 I-280. | Accident on I-880 Northbound at Exits 8A 8B 8C CA-237.,3,4,"Sinclair Fwy N, Nimitz Fwy S, I-880 N",Mostly Cloudy,48.7
2017-01-06 14:00:00,61.77,Right hand shoulder blocked due to accident on I-580 Westbound at Exits 30 31A MacArthur Blvd. | #3 and #4 lane blocked and queueing traffic due to accident on I-580 Westbound at Exits 9 9A 9B Harbour Way.,3,6,"Foothill Blvd, Harbour Way S, Bayshore Fwy S",Clear,47.8
2017-01-06 15:00:00,61.11,Accident on I-80 I-580 Westbound at Exit 9 I-580. | Accident on I-680 Northbound between Exits 18 18A Vargas Rd and Exits 21 21A 21B CA-84.,3,5,"Eastshore Fwy W, I-680 N,  Mission Blvd",Clear,46.0
2017-01-06 16:00:00,61.01,Accident on I-880 Northbound at Exits 1A 1B 1C Stevens Creek Blvd. | Accident on I-80 Eastbound at Exit 15 Cutting Blvd.,3,8,"I-880 N, I-80 E, I-580 E",Mostly Cloudy,47.0
2017-01-06 17:00:00,59.48,Accident on I-880 Northbound at Exit 24 Whipple Rd. | At Auto Mall Pky - Accident.,3,4,"I-880 N, Nimitz Fwy S, I-580 W",Mostly Cloudy,48.0
2017-01-06 18:00:00,61.08,Accident on I-680 Northbound at Exits 49 49A 49B 50 CA-242. | Accident on CA-1 Shoreline Hwy at Loring Ave.,3,14,"CA-242 S, Loring Ave, Keller Ave",Mostly Cloudy,46.6
2017-01-06 19:00:00,63.88,Accident on I-880 Southbound at Exit 42B Market St. | Accident on I-280 Southbound at Exit 10 Wolfe Rd.,3,5,"I-880 S, I-280 S, Concord Ave",Mostly Cloudy,46.7
2017-01-06 20:00:00,62.75,Accident on CA-24 Westbound at Exit 6 Caldecott Ln. | Accident on I-880 Northbound at Exits 33A 33B Marina Blvd.,3,9,"CA-24 W, Marina Blvd, US-101 N",Light Rain,47.9
2017-01-06 21:00:00,62.96,Accident on I-580 Westbound at Exits 26 26A 26B Mountain Blvd. | Accident on I-280 Northbound at Exit 6 Winchester Blvd.,3,6,"I-580 W, Junipero Serra Fwy N, CA-24 E",Overcast,46.8
2017-01-06 22:00:00,63.17,Lane blocked due to accident on US-101 Southbound at Exits 400B 400C San Antonio Rd. | Accident on I-880 Northbound at Exit 3 Airport Blvd.,3,7,"US-101 N, I-880 N, N 4th St",Overcast,46.6
2017-01-06 23:00:00,62.3,Queueing traffic and 3rd lane blocked due to accident on I-80 I-580 Westbound at Exit 9 I-580. | Accident on I-680 Southbound at Exit 14 Auto Mall Pkwy.,3,2,"Eastshore Fwy W, I-680 S",Light Rain,46.4
2017-01-07 00:00:00,61.85,Normal traffic flow,0,0,,Clear,58.4
2017-01-07 01:00:00,61.26,Normal traffic flow,0,0,,Clear,58.4
2017-01-07 02:00:00,60.85,Accident on I-880 Southbound at Exit 44 Frontage Rd.,3,1,I-880 S,Light Rain,44.1
2017-01-07 03:00:00,60.91,Accident on I-880 Southbound at Exit 41B I-980. On the median. | Accident on Fish Ranch Rd at Old Tunnel Rd.,3,4,"Nimitz Fwy S, Fish Ranch Rd, I-580 W",Light Rain,44.0
2017-01-07 04:00:00,61.12,Normal traffic flow,0,0,,Clear,58.4
2017-01-07 05:00:00,61.63,Accident on Shattuck Ave at 51st St. | Accident on US-101 Southbound at Exits 400B 400C San Antonio Rd.,2,2,"Shattuck Ave, US-101 N",Light Rain,48.9
2017-01-07 06:00:00,61.11,Lane blocked due to accident on I-238 Northbound at Exit 14 I-580.,3,1,Foothill Blvd,Light Rain,46.0
2017-01-07 07:00:00,60.46,Accident on I-580 Westbound at Exit 37 Grove Way.,2,1,I-580 W,Overcast,53.1
2017-01-07 08:00:00,60.18,Normal traffic flow,0,0,,Clear,58.4
2017-01-07 09:00:00,61.16,Accident on US-101 Northbound at Exits 381 382 Yerba Buena Rd. Car rolled into right hand shoulder ditch. | #2 lane blocked due to accident on US-101 Southbound at Exit 442 Sausalito Lateral.,2,2,"US-101 N, US-101 S",Overcast,57.8
2017-01-07 10:00:00,57.09,#1 lane blocked due to accident on I-80 Westbound at Exit 4A Treasure Is.,3,1,San Francisco-Oakland Bay Brg E,Overcast,55.9
2017-01-07 11:00:00,57.56,Normal traffic flow,0,0,,Clear,58.4
2017-01-07 12:00:00,56.04,Normal traffic flow,0,0,,Clear,58.4
