timestamp,speed_mph,speed_kmh,delta_v_kmh,incident_description,sensor_id
2017-01-01 02:00:00,74.43,119.78,8.69,Free flow traffic at node 4016162.,4016162
2017-01-01 02:05:00,75.68,121.8,2.02,Free flow traffic at node 4016162.,4016162
2017-01-01 02:10:00,66.5,107.03,14.77,Free flow traffic at node 4016162.,4016162
2017-01-01 02:15:00,74.36,119.67,12.65,Free flow traffic at node 4016162.,4016162
2017-01-01 02:20:00,70.91,114.12,5.55,Free flow traffic at node 4016162.,4016162
2017-01-01 02:25:00,67.23,108.19,5.93,Free flow traffic at node 4016162.,4016162
2017-01-01 02:30:00,66.78,107.47,0.73,Free flow traffic at node 4016162.,4016162
2017-01-01 02:35:00,71.13,114.48,7.01,Free flow traffic at node 4016162.,4016162
2017-01-01 02:40:00,64.41,103.66,10.81,Free flow traffic at node 4016162.,4016162
2017-01-01 02:45:00,65.94,106.12,2.46,Free flow traffic at node 4016162.,4016162
2017-01-01 02:50:00,64.14,103.22,2.9,Free flow traffic at node 4016162.,4016162
2017-01-01 02:55:00,69.55,111.94,8.72,Free flow traffic at node 4016162.,4016162
2017-01-01 03:00:00,67.74,109.01,2.93,Free flow traffic at node 4016162.,4016162
2017-01-01 03:05:00,71.13,114.47,5.46,Free flow traffic at node 4016162.,4016162
2017-01-01 03:10:00,59.85,96.31,18.16,Free flow traffic at node 4016162.,4016162
2017-01-01 03:15:00,76.3,122.79,26.48,Free flow traffic at node 4016162.,4016162
2017-01-01 03:20:00,67.33,108.36,14.43,Free flow traffic at node 4016162.,4016162
2017-01-01 03:25:00,60.68,97.66,10.7,Free flow traffic at node 4016162.,4016162
2017-01-01 03:30:00,68.43,110.12,12.47,Free flow traffic at node 4016162.,4016162
2017-01-01 03:35:00,64.41,103.65,6.47,Free flow traffic at node 4016162.,4016162
2017-01-01 03:40:00,66.51,107.04,3.39,Free flow traffic at node 4016162.,4016162
2017-01-01 03:45:00,78.62,126.52,19.48,Free flow traffic at node 4016162.,4016162
2017-01-01 03:50:00,67.15,108.07,18.45,Free flow traffic at node 4016162.,4016162
2017-01-01 03:55:00,53.61,86.28,21.79,Free flow traffic at node 4016162.,4016162
2017-01-01 04:00:00,65.81,105.92,19.64,Free flow traffic at node 4016162.,4016162
2017-01-01 04:05:00,65.81,105.92,0.0,Free flow traffic at node 4016162.,4016162
2017-01-01 04:10:00,69.25,111.45,5.53,Free flow traffic at node 4016162.,4016162
2017-01-01 04:15:00,69.93,112.54,1.09,Free flow traffic at node 4016162.,4016162
2017-01-01 04:20:00,75.46,121.44,8.9,Free flow traffic at node 4016162.,4016162
2017-01-01 04:25:00,55.72,89.67,31.77,Free flow traffic at node 4016162.,4016162
2017-01-01 04:30:00,60.95,98.09,8.42,Free flow traffic at node 4016162.,4016162
2017-01-01 04:35:00,59.26,95.36,2.73,Free flow traffic at node 4016162.,4016162
2017-01-01 04:40:00,69.2,111.36,16.0,Free flow traffic at node 4016162.,4016162
2017-01-01 04:45:00,59.72,96.11,15.25,Free flow traffic at node 4016162.,4016162
2017-01-01 04:50:00,73.86,118.87,22.76,Free flow traffic at node 4016162.,4016162
2017-01-01 04:55:00,80.0,128.75,9.88,Free flow traffic at node 4016162.,4016162
2017-01-01 05:00:00,80.0,128.75,0.0,Free flow traffic at node 4016162.,4016162
2017-01-01 05:05:00,60.88,97.97,30.77,Free flow traffic at node 4016162.,4016162
2017-01-01 05:10:00,69.33,111.57,13.59,Free flow traffic at node 4016162.,4016162
2017-01-01 05:15:00,65.64,105.63,5.94,Free flow traffic at node 4016162.,4016162
2017-01-01 05:20:00,69.41,111.7,6.07,Free flow traffic at node 4016162.,4016162
2017-01-01 05:25:00,80.0,128.75,17.05,Free flow traffic at node 4016162.,4016162
2017-01-01 05:30:00,68.75,110.65,18.1,Free flow traffic at node 4016162.,4016162
2017-01-01 05:35:00,69.7,112.17,1.52,Free flow traffic at node 4016162.,4016162
2017-01-01 05:40:00,67.63,108.84,3.33,Free flow traffic at node 4016162.,4016162
2017-01-01 05:45:00,65.0,104.61,4.24,Free flow traffic at node 4016162.,4016162
2017-01-01 05:50:00,64.76,104.22,0.38,Free flow traffic at node 4016162.,4016162
2017-01-01 05:55:00,77.2,124.24,20.02,Free flow traffic at node 4016162.,4016162
2017-01-01 06:00:00,53.19,85.59,38.65,Free flow traffic at node 4016162.,4016162
2017-01-01 06:05:00,67.82,109.14,23.55,Free flow traffic at node 4016162.,4016162
2017-01-01 06:10:00,63.94,102.9,6.25,Free flow traffic at node 4016162.,4016162
2017-01-01 06:15:00,49.88,80.27,22.62,Free flow traffic at node 4016162.,4016162
2017-01-01 06:20:00,66.5,107.02,26.75,Free flow traffic at node 4016162.,4016162
2017-01-01 06:25:00,65.65,105.66,1.37,Free flow traffic at node 4016162.,4016162
2017-01-01 06:30:00,59.39,95.58,10.07,Free flow traffic at node 4016162.,4016162
2017-01-01 06:35:00,41.81,67.28,28.3,Free flow traffic at node 4016162.,4016162
2017-01-01 06:40:00,50.19,80.78,13.49,Free flow traffic at node 4016162.,4016162
2017-01-01 06:45:00,49.53,79.7,1.07,Free flow traffic at node 4016162.,4016162
2017-01-01 06:50:00,52.22,84.04,4.34,Free flow traffic at node 4016162.,4016162
2017-01-01 06:55:00,60.5,97.36,13.32,Free flow traffic at node 4016162.,4016162
2017-01-01 07:00:00,42.63,68.61,28.75,Free flow traffic at node 4016162.,4016162
2017-01-01 07:05:00,38.05,61.23,7.38,Free flow traffic at node 4016162.,4016162
2017-01-01 07:10:00,47.0,75.65,14.41,Free flow traffic at node 4016162.,4016162
2017-01-01 07:15:00,47.0,75.65,0.0,Free flow traffic at node 4016162.,4016162
2017-01-01 07:20:00,58.36,93.92,18.27,Free flow traffic at node 4016162.,4016162
2017-01-01 07:25:00,43.57,70.13,23.79,Free flow traffic at node 4016162.,4016162
2017-01-01 07:30:00,32.98,53.07,17.05,Moderate traffic flow at node 4016162.,4016162
2017-01-01 07:35:00,46.3,74.52,21.45,Free flow traffic at node 4016162.,4016162
2017-01-01 07:40:00,50.25,80.87,6.36,Free flow traffic at node 4016162.,4016162
2017-01-01 07:45:00,50.25,80.87,0.0,Free flow traffic at node 4016162.,4016162
2017-01-01 07:50:00,65.13,104.81,23.94,Free flow traffic at node 4016162.,4016162
2017-01-01 07:55:00,58.96,94.89,9.93,Free flow traffic at node 4016162.,4016162
2017-01-01 08:00:00,62.41,100.44,5.55,Free flow traffic at node 4016162.,4016162
2017-01-01 08:05:00,68.47,110.19,9.75,Free flow traffic at node 4016162.,4016162
2017-01-01 08:10:00,60.48,97.33,12.85,Free flow traffic at node 4016162.,4016162
2017-01-01 08:15:00,65.13,104.82,7.48,Free flow traffic at node 4016162.,4016162
2017-01-01 08:20:00,55.07,88.63,16.18,Free flow traffic at node 4016162.,4016162
2017-01-01 08:25:00,49.11,79.04,9.6,Free flow traffic at node 4016162.,4016162
2017-01-01 08:30:00,49.11,79.04,0.0,Free flow traffic at node 4016162.,4016162
2017-01-01 08:35:00,58.78,94.59,15.55,Free flow traffic at node 4016162.,4016162
2017-01-01 08:40:00,75.98,122.28,27.69,Free flow traffic at node 4016162.,4016162
2017-01-01 08:45:00,64.85,104.37,17.91,Free flow traffic at node 4016162.,4016162
2017-01-01 08:50:00,58.04,93.41,10.96,Free flow traffic at node 4016162.,4016162
2017-01-01 08:55:00,46.1,74.18,19.23,Free flow traffic at node 4016162.,4016162
2017-01-01 09:00:00,62.63,100.79,26.6,Free flow traffic at node 4016162.,4016162
2017-01-01 09:05:00,52.79,84.96,15.82,Free flow traffic at node 4016162.,4016162
2017-01-01 09:10:00,47.52,76.47,8.49,Free flow traffic at node 4016162.,4016162
2017-01-01 09:15:00,53.82,86.61,10.14,Free flow traffic at node 4016162.,4016162
2017-01-01 09:20:00,76.48,123.09,36.48,Free flow traffic at node 4016162.,4016162
2017-01-01 09:25:00,56.0,90.12,32.96,Free flow traffic at node 4016162.,4016162
2017-01-01 09:30:00,56.45,90.85,0.73,Free flow traffic at node 4016162.,4016162
2017-01-01 09:35:00,55.4,89.16,1.7,Free flow traffic at node 4016162.,4016162
2017-01-01 09:40:00,68.17,109.71,20.56,Free flow traffic at node 4016162.,4016162
2017-01-01 09:45:00,56.6,91.09,18.63,Free flow traffic at node 4016162.,4016162
2017-01-01 09:50:00,51.22,82.43,8.66,Free flow traffic at node 4016162.,4016162
2017-01-01 09:55:00,58.98,94.92,12.49,Free flow traffic at node 4016162.,4016162
2017-01-01 10:00:00,41.97,67.55,27.37,Free flow traffic at node 4016162.,4016162
2017-01-01 10:05:00,54.57,87.83,20.28,Free flow traffic at node 4016162.,4016162
2017-01-01 10:10:00,54.24,87.29,0.54,Free flow traffic at node 4016162.,4016162
2017-01-01 10:15:00,39.33,63.29,24.0,Free flow traffic at node 4016162.,4016162
2017-01-01 10:20:00,53.01,85.32,22.03,Free flow traffic at node 4016162.,4016162
2017-01-01 10:25:00,48.3,77.73,7.59,Free flow traffic at node 4016162.,4016162
2017-01-01 10:30:00,48.3,77.73,0.0,Free flow traffic at node 4016162.,4016162
2017-01-01 10:35:00,54.7,88.03,10.3,Free flow traffic at node 4016162.,4016162
2017-01-01 10:40:00,32.73,52.68,35.35,Moderate traffic flow at node 4016162.,4016162
2017-01-01 10:45:00,51.96,83.62,30.94,Free flow traffic at node 4016162.,4016162
2017-01-01 10:50:00,41.39,66.61,17.0,Free flow traffic at node 4016162.,4016162
2017-01-01 10:55:00,38.46,61.89,4.72,Free flow traffic at node 4016162.,4016162
2017-01-01 11:00:00,57.62,92.73,30.84,Free flow traffic at node 4016162.,4016162
2017-01-01 11:05:00,56.0,90.12,2.61,Free flow traffic at node 4016162.,4016162
2017-01-01 11:10:00,45.81,73.72,16.4,Free flow traffic at node 4016162.,4016162
2017-01-01 11:15:00,34.05,54.8,18.92,Moderate traffic flow at node 4016162.,4016162
2017-01-01 11:20:00,37.61,60.52,5.72,Free flow traffic at node 4016162.,4016162
2017-01-01 11:25:00,52.21,84.02,23.5,Free flow traffic at node 4016162.,4016162
2017-01-01 11:30:00,39.79,64.04,19.98,Free flow traffic at node 4016162.,4016162
2017-01-01 11:35:00,37.56,60.44,3.59,Free flow traffic at node 4016162.,4016162
2017-01-01 11:40:00,44.1,70.98,10.53,Free flow traffic at node 4016162.,4016162
2017-01-01 11:45:00,48.55,78.14,7.16,Free flow traffic at node 4016162.,4016162
2017-01-01 11:50:00,48.55,78.14,0.0,Free flow traffic at node 4016162.,4016162
2017-01-01 11:55:00,56.86,91.51,13.37,Free flow traffic at node 4016162.,4016162
2017-01-01 12:00:00,33.17,53.38,38.13,Moderate traffic flow at node 4016162.,4016162
2017-01-01 12:05:00,37.63,60.55,7.17,Free flow traffic at node 4016162.,4016162
2017-01-01 12:10:00,46.9,75.48,14.92,Free flow traffic at node 4016162.,4016162
2017-01-01 12:15:00,44.13,71.03,4.45,Free flow traffic at node 4016162.,4016162
2017-01-01 12:20:00,53.87,86.7,15.67,Free flow traffic at node 4016162.,4016162
2017-01-01 12:25:00,46.71,75.17,11.53,Free flow traffic at node 4016162.,4016162
2017-01-01 12:30:00,38.53,62.01,13.16,Free flow traffic at node 4016162.,4016162
2017-01-01 12:35:00,56.28,90.57,28.57,Free flow traffic at node 4016162.,4016162
2017-01-01 12:40:00,45.7,73.55,17.02,Free flow traffic at node 4016162.,4016162
2017-01-01 12:45:00,61.89,99.6,26.05,Free flow traffic at node 4016162.,4016162
2017-01-01 12:50:00,52.26,84.11,15.49,Free flow traffic at node 4016162.,4016162
2017-01-01 12:55:00,52.26,84.11,0.0,Free flow traffic at node 4016162.,4016162
2017-01-01 13:00:00,49.13,79.06,5.05,Free flow traffic at node 4016162.,4016162
2017-01-01 13:05:00,48.09,77.39,1.66,Free flow traffic at node 4016162.,4016162
2017-01-01 13:10:00,47.02,75.67,1.73,Free flow traffic at node 4016162.,4016162
2017-01-01 13:15:00,46.23,74.4,1.26,Free flow traffic at node 4016162.,4016162
2017-01-01 13:20:00,53.98,86.87,12.46,Free flow traffic at node 4016162.,4016162
2017-01-01 13:25:00,28.46,45.79,41.07,"Sudden slowdown, possible accident.",4016162
2017-01-01 13:30:00,38.5,61.96,16.17,Free flow traffic at node 4016162.,4016162
2017-01-01 13:35:00,40.47,65.13,3.17,Free flow traffic at node 4016162.,4016162
2017-01-01 13:40:00,60.33,97.1,31.96,Free flow traffic at node 4016162.,4016162
2017-01-01 13:45:00,32.2,51.82,45.28,"Sudden slowdown, possible accident.",4016162
2017-01-01 13:50:00,52.13,83.9,32.08,Free flow traffic at node 4016162.,4016162
2017-01-01 13:55:00,54.85,88.28,4.38,Free flow traffic at node 4016162.,4016162
2017-01-01 14:00:00,55.84,89.87,1.59,Free flow traffic at node 4016162.,4016162
2017-01-01 14:05:00,48.03,77.3,12.57,Free flow traffic at node 4016162.,4016162
2017-01-01 14:10:00,45.26,72.83,4.47,Free flow traffic at node 4016162.,4016162
2017-01-01 14:15:00,38.16,61.41,11.42,Free flow traffic at node 4016162.,4016162
2017-01-01 14:20:00,41.78,67.24,5.83,Free flow traffic at node 4016162.,4016162
2017-01-01 14:25:00,40.52,65.21,2.03,Free flow traffic at node 4016162.,4016162
2017-01-01 14:30:00,45.08,72.55,7.34,Free flow traffic at node 4016162.,4016162
2017-01-01 14:35:00,45.08,72.55,0.0,Free flow traffic at node 4016162.,4016162
2017-01-01 14:40:00,45.46,73.17,0.61,Free flow traffic at node 4016162.,4016162
2017-01-01 14:45:00,51.33,82.61,9.45,Free flow traffic at node 4016162.,4016162
2017-01-01 14:50:00,51.33,82.61,0.0,Free flow traffic at node 4016162.,4016162
2017-01-01 14:55:00,49.93,80.36,2.25,Free flow traffic at node 4016162.,4016162
2017-01-01 15:00:00,60.46,97.3,16.94,Free flow traffic at node 4016162.,4016162
2017-01-01 15:05:00,41.14,66.21,31.1,Free flow traffic at node 4016162.,4016162
2017-01-01 15:10:00,34.52,55.55,10.66,Moderate traffic flow at node 4016162.,4016162
2017-01-01 15:15:00,44.09,70.96,15.41,Free flow traffic at node 4016162.,4016162
2017-01-01 15:20:00,24.15,38.86,32.1,Moderate traffic flow at node 4016162.,4016162
2017-01-01 15:25:00,55.23,88.88,50.02,"Sudden slowdown, possible accident.",4016162
2017-01-01 15:30:00,41.82,67.3,21.58,Free flow traffic at node 4016162.,4016162
2017-01-01 15:35:00,52.47,84.44,17.14,Free flow traffic at node 4016162.,4016162
2017-01-01 15:40:00,52.47,84.44,0.0,Free flow traffic at node 4016162.,4016162
2017-01-01 15:45:00,44.49,71.61,12.83,Free flow traffic at node 4016162.,4016162
2017-01-01 15:50:00,44.33,71.34,0.26,Free flow traffic at node 4016162.,4016162
2017-01-01 15:55:00,54.28,87.36,16.02,Free flow traffic at node 4016162.,4016162
2017-01-01 16:00:00,38.53,62.0,25.36,Free flow traffic at node 4016162.,4016162
2017-01-01 16:05:00,49.14,79.08,17.08,Free flow traffic at node 4016162.,4016162
2017-01-01 16:10:00,53.71,86.43,7.36,Free flow traffic at node 4016162.,4016162
2017-01-01 16:15:00,41.6,66.95,19.49,Free flow traffic at node 4016162.,4016162
2017-01-01 16:20:00,41.6,66.95,0.0,Free flow traffic at node 4016162.,4016162
2017-01-01 16:25:00,60.75,97.77,30.83,Free flow traffic at node 4016162.,4016162
2017-01-01 16:30:00,63.58,102.33,4.55,Free flow traffic at node 4016162.,4016162
2017-01-01 16:35:00,41.05,66.06,36.27,Free flow traffic at node 4016162.,4016162
2017-01-01 16:40:00,49.75,80.06,14.0,Free flow traffic at node 4016162.,4016162
2017-01-01 16:45:00,66.08,106.35,26.29,Free flow traffic at node 4016162.,4016162
2017-01-01 16:50:00,36.23,58.3,48.05,"Sudden slowdown, possible accident.",4016162
2017-01-01 16:55:00,36.23,58.3,0.0,Moderate traffic flow at node 4016162.,4016162
2017-01-01 17:00:00,41.28,66.44,8.14,Free flow traffic at node 4016162.,4016162
2017-01-01 17:05:00,58.38,93.95,27.51,Free flow traffic at node 4016162.,4016162
2017-01-01 17:10:00,60.39,97.19,3.24,Free flow traffic at node 4016162.,4016162
2017-01-01 17:15:00,44.62,71.81,25.38,Free flow traffic at node 4016162.,4016162
2017-01-01 17:20:00,62.49,100.58,28.76,Free flow traffic at node 4016162.,4016162
2017-01-01 17:25:00,38.64,62.19,38.38,Free flow traffic at node 4016162.,4016162
2017-01-01 17:30:00,76.5,123.11,60.92,"Sudden slowdown, possible accident.",4016162
2017-01-01 17:35:00,53.27,85.74,37.37,Free flow traffic at node 4016162.,4016162
2017-01-01 17:40:00,37.06,59.65,26.09,Moderate traffic flow at node 4016162.,4016162
2017-01-01 17:45:00,69.97,112.61,52.96,"Sudden slowdown, possible accident.",4016162
2017-01-01 17:50:00,50.66,81.54,31.07,Free flow traffic at node 4016162.,4016162
2017-01-01 17:55:00,61.91,99.64,18.1,Free flow traffic at node 4016162.,4016162
2017-01-01 18:00:00,58.67,94.43,5.21,Free flow traffic at node 4016162.,4016162
2017-01-01 18:05:00,66.79,107.48,13.06,Free flow traffic at node 4016162.,4016162
2017-01-01 18:10:00,65.7,105.74,1.74,Free flow traffic at node 4016162.,4016162
2017-01-01 18:15:00,50.54,81.33,24.41,Free flow traffic at node 4016162.,4016162
2017-01-01 18:20:00,50.86,81.86,0.53,Free flow traffic at node 4016162.,4016162
2017-01-01 18:25:00,49.84,80.22,1.64,Free flow traffic at node 4016162.,4016162
2017-01-01 18:30:00,45.12,72.61,7.6,Free flow traffic at node 4016162.,4016162
2017-01-01 18:35:00,50.25,80.87,8.26,Free flow traffic at node 4016162.,4016162
2017-01-01 18:40:00,64.2,103.31,22.44,Free flow traffic at node 4016162.,4016162
2017-01-01 18:45:00,28.51,45.88,57.44,"Sudden slowdown, possible accident.",4016162
2017-01-01 18:50:00,49.26,79.28,33.41,Free flow traffic at node 4016162.,4016162
2017-01-01 18:55:00,66.42,106.89,27.61,Free flow traffic at node 4016162.,4016162
2017-01-01 19:00:00,35.68,57.42,49.46,"Sudden slowdown, possible accident.",4016162
2017-01-01 19:05:00,54.45,87.63,30.21,Free flow traffic at node 4016162.,4016162
2017-01-01 19:10:00,69.99,112.63,25.0,Free flow traffic at node 4016162.,4016162
2017-01-01 19:15:00,49.42,79.53,33.1,Free flow traffic at node 4016162.,4016162
2017-01-01 19:20:00,43.77,70.44,9.08,Free flow traffic at node 4016162.,4016162
2017-01-01 19:25:00,57.9,93.17,22.73,Free flow traffic at node 4016162.,4016162
2017-01-01 19:30:00,53.46,86.03,7.14,Free flow traffic at node 4016162.,4016162
2017-01-01 19:35:00,50.11,80.65,5.38,Free flow traffic at node 4016162.,4016162
2017-01-01 19:40:00,50.86,81.85,1.2,Free flow traffic at node 4016162.,4016162
2017-01-01 19:45:00,60.88,97.98,16.12,Free flow traffic at node 4016162.,4016162
2017-01-01 19:50:00,47.93,77.14,20.84,Free flow traffic at node 4016162.,4016162
2017-01-01 19:55:00,61.77,99.4,22.26,Free flow traffic at node 4016162.,4016162
2017-01-01 20:00:00,39.05,62.85,36.55,Free flow traffic at node 4016162.,4016162
2017-01-01 20:05:00,50.05,80.55,17.7,Free flow traffic at node 4016162.,4016162
2017-01-01 20:10:00,80.0,128.75,48.2,"Sudden slowdown, possible accident.",4016162
2017-01-01 20:15:00,45.55,73.3,55.44,"Sudden slowdown, possible accident.",4016162
2017-01-01 20:20:00,53.07,85.41,12.1,Free flow traffic at node 4016162.,4016162
2017-01-01 20:25:00,35.65,57.38,28.03,Moderate traffic flow at node 4016162.,4016162
2017-01-01 20:30:00,45.66,73.49,16.11,Free flow traffic at node 4016162.,4016162
2017-01-01 20:35:00,55.68,89.61,16.12,Free flow traffic at node 4016162.,4016162
2017-01-01 20:40:00,32.46,52.24,37.37,Moderate traffic flow at node 4016162.,4016162
2017-01-01 20:45:00,50.03,80.52,28.28,Free flow traffic at node 4016162.,4016162
2017-01-01 20:50:00,46.51,74.85,5.67,Free flow traffic at node 4016162.,4016162
2017-01-01 20:55:00,42.23,67.96,6.88,Free flow traffic at node 4016162.,4016162
2017-01-01 21:00:00,43.87,70.6,2.64,Free flow traffic at node 4016162.,4016162
2017-01-01 21:05:00,77.62,124.92,54.32,"Sudden slowdown, possible accident.",4016162
2017-01-01 21:10:00,76.1,122.46,2.46,Free flow traffic at node 4016162.,4016162
2017-01-01 21:15:00,53.83,86.64,35.83,Free flow traffic at node 4016162.,4016162
2017-01-01 21:20:00,77.34,124.47,37.83,Free flow traffic at node 4016162.,4016162
2017-01-01 21:25:00,74.24,119.48,4.99,Free flow traffic at node 4016162.,4016162
2017-01-01 21:30:00,44.81,72.11,47.37,"Sudden slowdown, possible accident.",4016162
2017-01-01 21:35:00,55.38,89.13,17.02,Free flow traffic at node 4016162.,4016162
2017-01-01 21:40:00,37.35,60.11,29.02,Free flow traffic at node 4016162.,4016162
2017-01-01 21:45:00,50.23,80.84,20.74,Free flow traffic at node 4016162.,4016162
2017-01-01 21:50:00,49.04,78.91,1.93,Free flow traffic at node 4016162.,4016162
2017-01-01 21:55:00,50.43,81.17,2.25,Free flow traffic at node 4016162.,4016162
2017-01-01 22:00:00,64.26,103.42,22.26,Free flow traffic at node 4016162.,4016162
2017-01-01 22:05:00,65.21,104.94,1.52,Free flow traffic at node 4016162.,4016162
2017-01-01 22:10:00,68.03,109.49,4.55,Free flow traffic at node 4016162.,4016162
2017-01-01 22:15:00,69.09,111.19,1.71,Free flow traffic at node 4016162.,4016162
2017-01-01 22:20:00,70.3,113.13,1.94,Free flow traffic at node 4016162.,4016162
2017-01-01 22:25:00,57.62,92.73,20.4,Free flow traffic at node 4016162.,4016162
2017-01-01 22:30:00,60.39,97.19,4.46,Free flow traffic at node 4016162.,4016162
2017-01-01 22:35:00,65.56,105.51,8.32,Free flow traffic at node 4016162.,4016162
2017-01-01 22:40:00,64.65,104.04,1.47,Free flow traffic at node 4016162.,4016162
2017-01-01 22:45:00,70.01,112.66,8.62,Free flow traffic at node 4016162.,4016162
2017-01-01 22:50:00,68.49,110.23,2.44,Free flow traffic at node 4016162.,4016162
2017-01-01 22:55:00,68.49,110.23,0.0,Free flow traffic at node 4016162.,4016162
2017-01-01 23:00:00,68.69,110.55,0.33,Free flow traffic at node 4016162.,4016162
2017-01-01 23:05:00,69.73,112.23,1.67,Free flow traffic at node 4016162.,4016162
2017-01-01 23:10:00,73.6,118.45,6.22,Free flow traffic at node 4016162.,4016162
2017-01-01 23:15:00,65.44,105.31,13.14,Free flow traffic at node 4016162.,4016162
2017-01-01 23:20:00,68.48,110.21,4.9,Free flow traffic at node 4016162.,4016162
2017-01-01 23:25:00,67.2,108.15,2.06,Free flow traffic at node 4016162.,4016162
2017-01-01 23:30:00,58.44,94.04,14.11,Free flow traffic at node 4016162.,4016162
2017-01-01 23:35:00,73.25,117.88,23.84,Free flow traffic at node 4016162.,4016162
2017-01-01 23:40:00,66.74,107.4,10.48,Free flow traffic at node 4016162.,4016162
2017-01-01 23:45:00,69.4,111.68,4.28,Free flow traffic at node 4016162.,4016162
2017-01-01 23:50:00,68.07,109.55,2.13,Free flow traffic at node 4016162.,4016162
2017-01-01 23:55:00,68.07,109.55,0.0,Free flow traffic at node 4016162.,4016162
2017-01-02 00:00:00,69.0,111.05,1.49,Free flow traffic at node 4016162.,4016162
2017-01-02 00:05:00,67.92,109.31,1.74,Free flow traffic at node 4016162.,4016162
2017-01-02 00:10:00,57.17,92.01,17.3,Free flow traffic at node 4016162.,4016162
2017-01-02 00:15:00,61.75,99.38,7.37,Free flow traffic at node 4016162.,4016162
2017-01-02 00:20:00,65.26,105.02,5.64,Free flow traffic at node 4016162.,4016162
2017-01-02 00:25:00,68.07,109.55,4.53,Free flow traffic at node 4016162.,4016162
2017-01-02 00:30:00,70.61,113.64,4.09,Free flow traffic at node 4016162.,4016162
2017-01-02 00:35:00,73.63,118.5,4.87,Free flow traffic at node 4016162.,4016162
2017-01-02 00:40:00,73.96,119.02,0.52,Free flow traffic at node 4016162.,4016162
2017-01-02 00:45:00,61.63,99.18,19.84,Free flow traffic at node 4016162.,4016162
2017-01-02 00:50:00,61.69,99.28,0.1,Free flow traffic at node 4016162.,4016162
2017-01-02 00:55:00,70.7,113.78,14.5,Free flow traffic at node 4016162.,4016162
2017-01-02 01:00:00,65.89,106.05,7.73,Free flow traffic at node 4016162.,4016162
2017-01-02 01:05:00,74.37,119.68,13.64,Free flow traffic at node 4016162.,4016162
2017-01-02 01:10:00,68.87,110.83,8.86,Free flow traffic at node 4016162.,4016162
2017-01-02 01:15:00,65.13,104.82,6.01,Free flow traffic at node 4016162.,4016162
2017-01-02 01:20:00,70.28,113.11,8.29,Free flow traffic at node 4016162.,4016162
2017-01-02 01:25:00,68.42,110.11,3.0,Free flow traffic at node 4016162.,4016162
2017-01-02 01:30:00,70.73,113.83,3.72,Free flow traffic at node 4016162.,4016162
2017-01-02 01:35:00,64.65,104.04,9.78,Free flow traffic at node 4016162.,4016162
2017-01-02 01:40:00,69.43,111.73,7.69,Free flow traffic at node 4016162.,4016162
2017-01-02 01:45:00,66.93,107.71,4.02,Free flow traffic at node 4016162.,4016162
2017-01-02 01:50:00,58.73,94.51,13.2,Free flow traffic at node 4016162.,4016162
2017-01-02 01:55:00,58.73,94.51,0.0,Free flow traffic at node 4016162.,4016162
2017-01-02 02:00:00,78.54,126.4,31.89,Free flow traffic at node 4016162.,4016162
2017-01-02 02:05:00,78.54,126.4,0.0,Free flow traffic at node 4016162.,4016162
2017-01-02 02:10:00,60.27,96.99,29.41,Free flow traffic at node 4016162.,4016162
