Velocidad_Real,Prediccion_Promedio_Historico,Prediccion_MLP_RedNeuronal,Prediccion_ARIMA
61.39,58.373182733812946,61.67018164696156,62.57105415213083
61.33,58.373182733812946,61.338924512651296,62.57105415213083
60.62,58.373182733812946,61.04246901303453,62.57105415213083
60.73,58.373182733812946,60.08123067226884,62.57105415213083
61.71,58.373182733812946,60.741825036455886,62.57105415213083
62.13,58.373182733812946,61.76757490730008,62.57105415213083
62.17,58.373182733812946,61.52843024151578,62.57105415213083
62.68,58.373182733812946,61.13112251311492,62.57105415213083
62.62,58.373182733812946,61.66852041972727,62.57105415213083
61.86,58.373182733812946,61.74892561362123,62.57105415213083
61.34,58.373182733812946,61.373885986619364,62.57105415213083
61.43,58.373182733812946,61.32023994655555,62.57105415213083
61.0,58.373182733812946,61.97165000263826,62.57105415213083
61.06,58.373182733812946,61.407479169184704,62.57105415213083
61.21,58.373182733812946,61.37211648781164,62.57105415213083
61.55,58.373182733812946,61.10465722439412,62.57105415213083
61.64,58.373182733812946,61.40849243841477,62.57105415213083
61.98,58.373182733812946,61.05093580968173,62.57105415213083
62.41,58.373182733812946,61.40766324100371,62.57105415213083
61.51,58.373182733812946,61.67294404952888,62.57105415213083
57.49,58.373182733812946,60.752669574541294,62.57105415213083
60.63,58.373182733812946,53.91725213784947,62.57105415213083
60.06,58.373182733812946,63.352147122050525,62.57105415213083
60.11,58.373182733812946,60.259921493558046,62.57105415213083
60.46,58.373182733812946,59.92318783647061,62.57105415213083
60.07,58.373182733812946,59.22061811088401,62.57105415213083
60.93,58.373182733812946,59.92824537800223,62.57105415213083
61.84,58.373182733812946,60.7538591824853,62.57105415213083
62.12,58.373182733812946,60.98635615223117,62.57105415213083
62.32,58.373182733812946,61.06730179005118,62.57105415213083
61.48,58.373182733812946,61.019839141567324,62.57105415213083
62.06,58.373182733812946,60.49870141183508,62.57105415213083
61.52,58.373182733812946,62.11633496625438,62.57105415213083
61.59,58.373182733812946,61.208024256508914,62.57105415213083
61.48,58.373182733812946,61.89060357434042,62.57105415213083
61.23,58.373182733812946,61.14856104586649,62.57105415213083
61.1,58.373182733812946,61.34356547256339,62.57105415213083
60.89,58.373182733812946,61.06430132173402,62.57105415213083
61.47,58.373182733812946,60.950494105322214,62.57105415213083
62.4,58.373182733812946,61.571666551149875,62.57105415213083
62.05,58.373182733812946,61.89843124753485,62.57105415213083
61.65,58.373182733812946,61.01524453177248,62.57105415213083
61.61,58.373182733812946,60.90964183491466,62.57105415213083
63.25,58.373182733812946,61.3061300025859,62.57105415213083
63.28,58.373182733812946,63.35881565279212,62.57105415213083
62.2,58.373182733812946,62.104900374994706,62.57105415213083
62.78,58.373182733812946,61.14070309907404,62.57105415213083
62.84,58.373182733812946,62.32020918920081,62.57105415213083
62.81,58.373182733812946,62.697276940898014,62.57105415213083
63.53,58.373182733812946,62.797789365299,62.57105415213083
63.81,58.373182733812946,62.889046599425036,62.57105415213083
62.42,58.373182733812946,62.98644229969212,62.57105415213083
62.52,58.373182733812946,61.32465458696943,62.57105415213083
63.07,58.373182733812946,62.6482764162954,62.57105415213083
63.18,58.373182733812946,63.26237169823457,62.57105415213083
62.28,58.373182733812946,63.23449120806099,62.57105415213083
62.24,58.373182733812946,61.60912258595536,62.57105415213083
61.89,58.373182733812946,62.23970521417832,62.57105415213083
61.33,58.373182733812946,62.07257825530841,62.57105415213083
60.98,58.373182733812946,61.78703602599611,62.57105415213083
60.82,58.373182733812946,61.32202962255384,62.57105415213083
61.17,58.373182733812946,61.325146576252514,62.57105415213083
62.32,58.373182733812946,61.53455356644657,62.57105415213083
63.96,58.373182733812946,62.072159702859466,62.57105415213083
45.46,58.373182733812946,62.79249368227584,62.57105415213083
38.05,58.373182733812946,27.62626969610724,62.57105415213083
24.99,58.373182733812946,40.85649990081003,62.57105415213083
51.75,58.373182733812946,27.303923283256513,62.57105415213083
62.42,58.373182733812946,67.13177870044424,62.57105415213083
62.27,58.373182733812946,58.04225472914455,62.57105415213083
61.54,58.373182733812946,62.219867088165905,62.57105415213083
56.66,58.373182733812946,62.787588996108944,62.57105415213083
61.4,58.373182733812946,54.8450388736862,62.57105415213083
61.6,58.373182733812946,64.90053341830924,62.57105415213083
61.62,58.373182733812946,60.983885415942844,62.57105415213083
61.57,58.373182733812946,60.43203388547622,62.57105415213083
61.82,58.373182733812946,60.336991769115215,62.57105415213083
63.82,58.373182733812946,61.480552923802314,62.57105415213083
63.22,58.373182733812946,63.32169258097853,62.57105415213083
62.34,58.373182733812946,61.51878106684064,62.57105415213083
62.14,58.373182733812946,61.3347706559345,62.57105415213083
61.35,58.373182733812946,61.687866773807194,62.57105415213083
61.08,58.373182733812946,61.92195891138962,62.57105415213083
60.72,58.373182733812946,61.91597686823693,62.57105415213083
60.91,58.373182733812946,61.21041356592518,62.57105415213083
61.1,58.373182733812946,61.50975356597055,62.57105415213083
61.92,58.373182733812946,61.07180787203419,62.57105415213083
58.24,58.373182733812946,61.62649040421039,62.57105415213083
42.04,58.373182733812946,54.74229670660996,62.57105415213083
27.36,58.373182733812946,30.016430189292144,62.57105415213083
25.71,58.373182733812946,29.949811253016524,62.57105415213083
29.5,58.373182733812946,35.64020400519945,62.57105415213083
57.27,58.373182733812946,53.958400821800176,62.57105415213083
62.31,58.373182733812946,61.485378187678144,62.57105415213083
57.83,58.373182733812946,60.88356171162393,62.57105415213083
44.72,58.373182733812946,57.943959090988194,62.57105415213083
51.98,58.373182733812946,47.951828947133244,62.57105415213083
61.38,58.373182733812946,59.05008182413048,62.57105415213083
65.86,58.373182733812946,63.97374485068506,62.57105415213083
61.4,58.373182733812946,64.18257044258745,62.57105415213083
60.86,58.373182733812946,59.538010288867305,62.57105415213083
62.55,58.373182733812946,60.14172314611913,62.57105415213083
62.59,58.373182733812946,62.41017162933563,62.57105415213083
62.05,58.373182733812946,63.21790858549655,62.57105415213083
62.35,58.373182733812946,61.28876201770019,62.57105415213083
61.75,58.373182733812946,61.52651593251264,62.57105415213083
61.02,58.373182733812946,61.56153280630613,62.57105415213083
60.88,58.373182733812946,61.15164544590147,62.57105415213083
60.92,58.373182733812946,61.29968432407977,62.57105415213083
61.22,58.373182733812946,61.499748935316035,62.57105415213083
62.22,58.373182733812946,61.43336986178753,62.57105415213083
63.31,58.373182733812946,61.79320748720935,62.57105415213083
44.22,58.373182733812946,62.1808854816588,62.57105415213083
26.31,58.373182733812946,26.690261930071035,62.57105415213083
25.21,58.373182733812946,27.36841138034272,62.57105415213083
44.58,58.373182733812946,33.43592027428202,62.57105415213083
52.12,58.373182733812946,62.83795900514851,62.57105415213083
59.01,58.373182733812946,55.44318062447724,62.57105415213083
53.93,58.373182733812946,58.82262431286461,62.57105415213083
58.93,58.373182733812946,54.60397983917284,62.57105415213083
61.95,58.373182733812946,58.57269091318583,62.57105415213083
61.01,58.373182733812946,60.34015812930377,62.57105415213083
60.98,58.373182733812946,57.8150526366456,62.57105415213083
60.78,58.373182733812946,59.95674264259636,62.57105415213083
61.48,58.373182733812946,59.47911858168657,62.57105415213083
62.6,58.373182733812946,61.90498640250807,62.57105415213083
62.78,58.373182733812946,61.94588085947199,62.57105415213083
62.33,58.373182733812946,61.543999648580176,62.57105415213083
62.07,58.373182733812946,61.08746108813296,62.57105415213083
62.13,58.373182733812946,61.42522356589142,62.57105415213083
61.32,58.373182733812946,62.18136752142228,62.57105415213083
60.99,58.373182733812946,61.38369163735988,62.57105415213083
61.02,58.373182733812946,61.38148062015756,62.57105415213083
61.08,58.373182733812946,61.401981877310526,62.57105415213083
62.32,58.373182733812946,61.45009271115263,62.57105415213083
62.52,58.373182733812946,62.1623867775813,62.57105415213083
46.18,58.373182733812946,61.36792838933297,62.57105415213083
30.92,58.373182733812946,30.737186558461588,62.57105415213083
31.05,58.373182733812946,29.881300723923818,62.57105415213083
33.35,58.373182733812946,44.817008909459936,62.57105415213083
41.98,58.373182733812946,57.915197853132774,62.57105415213083
61.4,58.373182733812946,53.493003570623664,62.57105415213083
61.57,58.373182733812946,60.229169753399034,62.57105415213083
61.49,58.373182733812946,59.07025600341049,62.57105415213083
61.81,58.373182733812946,61.524109677977414,62.57105415213083
61.79,58.373182733812946,60.93068106525777,62.57105415213083
62.13,58.373182733812946,61.26882875166654,62.57105415213083
61.45,58.373182733812946,61.76200694930607,62.57105415213083
62.31,58.373182733812946,60.822444000272974,62.57105415213083
63.22,58.373182733812946,62.339218249826445,62.57105415213083
63.27,58.373182733812946,62.481341319968315,62.57105415213083
62.41,58.373182733812946,62.32822869172126,62.57105415213083
62.4,58.373182733812946,61.257693628841594,62.57105415213083
62.6,58.373182733812946,62.19751206192907,62.57105415213083
61.62,58.373182733812946,62.744944440544934,62.57105415213083
61.34,58.373182733812946,61.465994574639886,62.57105415213083
61.12,58.373182733812946,61.62461719442884,62.57105415213083
61.12,58.373182733812946,61.478191277637514,62.57105415213083
62.19,58.373182733812946,61.731509967854734,62.57105415213083
62.47,58.373182733812946,62.180400248071486,62.57105415213083
62.65,58.373182733812946,61.58301477698392,62.57105415213083
63.33,58.373182733812946,61.7038300478461,62.57105415213083
63.43,58.373182733812946,62.22179498275189,62.57105415213083
61.48,58.373182733812946,62.435756407908165,62.57105415213083
61.1,58.373182733812946,59.80640201295281,62.57105415213083
60.75,58.373182733812946,61.436647336625384,62.57105415213083
61.19,58.373182733812946,61.704556416298665,62.57105415213083
60.16,58.373182733812946,62.47181874807865,62.57105415213083
59.64,58.373182733812946,60.006410142849745,62.57105415213083
59.54,58.373182733812946,59.92057272894173,62.57105415213083
60.74,58.373182733812946,59.99796211964718,62.57105415213083
60.63,58.373182733812946,61.408085842929985,62.57105415213083
61.18,58.373182733812946,59.92996149989087,62.57105415213083
62.98,58.373182733812946,60.52468542362799,62.57105415213083
61.76,58.373182733812946,61.74004872556894,62.57105415213083
62.32,58.373182733812946,60.114082264030586,62.57105415213083
62.9,58.373182733812946,61.76774501278235,62.57105415213083
61.27,58.373182733812946,61.8470810087774,62.57105415213083
61.71,58.373182733812946,60.0156624467938,62.57105415213083
61.19,58.373182733812946,61.97377759426208,62.57105415213083
61.34,58.373182733812946,61.1757116290832,62.57105415213083
61.08,58.373182733812946,62.14326251983001,62.57105415213083
61.38,58.373182733812946,60.77496258138296,62.57105415213083
61.82,58.373182733812946,61.530879278828515,62.57105415213083
62.02,58.373182733812946,61.40653073457332,62.57105415213083
62.38,58.373182733812946,61.450650998490055,62.57105415213083
62.62,58.373182733812946,61.60735019211027,62.57105415213083
61.66,58.373182733812946,61.76775619329909,62.57105415213083
60.73,58.373182733812946,60.95461906917838,62.57105415213083
60.38,58.373182733812946,60.485202485767374,62.57105415213083
59.82,58.373182733812946,61.08009776716,62.57105415213083
59.62,58.373182733812946,60.771992458834156,62.57105415213083
59.7,58.373182733812946,60.48436935589511,62.57105415213083
61.52,58.373182733812946,60.12875874650758,62.57105415213083
61.29,58.373182733812946,61.605949819782374,62.57105415213083
61.81,58.373182733812946,59.909284623038836,62.57105415213083
61.87,58.373182733812946,60.86236948222009,62.57105415213083
62.34,58.373182733812946,60.426497744082006,62.57105415213083
60.33,58.373182733812946,61.89070436197934,62.57105415213083
60.75,58.373182733812946,58.814502681854336,62.57105415213083
62.73,58.373182733812946,61.556972486239,62.57105415213083
61.71,58.373182733812946,62.89634326587901,62.57105415213083
61.43,58.373182733812946,60.573806409356905,62.57105415213083
60.89,58.373182733812946,60.76730964458294,62.57105415213083
60.91,58.373182733812946,60.29089549419526,62.57105415213083
61.39,58.373182733812946,61.770019264110815,62.57105415213083
62.29,58.373182733812946,61.56319869116208,62.57105415213083
59.61,58.373182733812946,61.97157452134792,62.57105415213083
40.9,58.373182733812946,57.066372040321774,62.57105415213083
28.86,58.373182733812946,26.356412640883104,62.57105415213083
27.78,58.373182733812946,34.24618159392868,62.57105415213083
21.41,58.373182733812946,39.36299284141886,62.57105415213083
44.08,58.373182733812946,39.699099583591135,62.57105415213083
59.77,58.373182733812946,52.60919124219436,62.57105415213083
60.13,58.373182733812946,58.04356671028061,62.57105415213083
59.46,58.373182733812946,59.78342181611058,62.57105415213083
60.71,58.373182733812946,61.00996889724984,62.57105415213083
59.02,58.373182733812946,59.66183581132939,62.57105415213083
59.62,58.373182733812946,58.08564883540256,62.57105415213083
60.29,58.373182733812946,60.32273133185641,62.57105415213083
61.02,58.373182733812946,59.82707670551496,62.57105415213083
63.08,58.373182733812946,60.952529082633205,62.57105415213083
63.38,58.373182733812946,61.69369080868747,62.57105415213083
61.98,58.373182733812946,61.59125132248111,62.57105415213083
62.01,58.373182733812946,60.33494280798333,62.57105415213083
61.64,58.373182733812946,61.45717487940245,62.57105415213083
61.38,58.373182733812946,61.9314174847191,62.57105415213083
60.98,58.373182733812946,62.11348594681538,62.57105415213083
60.96,58.373182733812946,61.114518140551674,62.57105415213083
61.13,58.373182733812946,61.35104544677449,62.57105415213083
62.12,58.373182733812946,61.26105578857099,62.57105415213083
64.31,58.373182733812946,61.961120288770225,62.57105415213083
50.0,58.373182733812946,63.239184520684496,62.57105415213083
27.82,58.373182733812946,34.69100890375607,62.57105415213083
25.72,58.373182733812946,26.2741972066781,62.57105415213083
25.47,58.373182733812946,33.38626906602717,62.57105415213083
58.89,58.373182733812946,43.84239318206043,62.57105415213083
66.84,58.373182733812946,68.74183158640409,62.57105415213083
62.98,58.373182733812946,65.63300036796258,62.57105415213083
61.88,58.373182733812946,61.77795333826469,62.57105415213083
61.38,58.373182733812946,64.06482507187376,62.57105415213083
61.52,58.373182733812946,60.404056588588574,62.57105415213083
61.23,58.373182733812946,63.643528039342094,62.57105415213083
61.34,58.373182733812946,61.77447319731125,62.57105415213083
61.62,58.373182733812946,61.510119506127616,62.57105415213083
63.42,58.373182733812946,61.3669852089402,62.57105415213083
62.82,58.373182733812946,63.00651933043247,62.57105415213083
62.48,58.373182733812946,61.16706190376502,62.57105415213083
62.02,58.373182733812946,61.66052813971253,62.57105415213083
61.84,58.373182733812946,61.31468690212161,62.57105415213083
61.41,58.373182733812946,62.419423280088964,62.57105415213083
60.82,58.373182733812946,61.729569977516924,62.57105415213083
60.93,58.373182733812946,61.17326415199901,62.57105415213083
61.12,58.373182733812946,61.431765162459115,62.57105415213083
62.55,58.373182733812946,61.352909322388925,62.57105415213083
62.32,58.373182733812946,62.39655768105376,62.57105415213083
43.12,58.373182733812946,60.95777066177475,62.57105415213083
30.1,58.373182733812946,26.079758307351298,62.57105415213083
26.15,58.373182733812946,32.20280875561495,62.57105415213083
24.25,58.373182733812946,34.016261722825746,62.57105415213083
56.38,58.373182733812946,45.698334577403635,62.57105415213083
60.98,58.373182733812946,60.49787862384941,62.57105415213083
62.29,58.373182733812946,58.72292995326466,62.57105415213083
60.94,58.373182733812946,62.031721143060615,62.57105415213083
61.18,58.373182733812946,62.46978176542067,62.57105415213083
60.8,58.373182733812946,60.173218727867074,62.57105415213083
61.99,58.373182733812946,60.38304204096482,62.57105415213083
62.15,58.373182733812946,62.60607096203144,62.57105415213083
62.46,58.373182733812946,61.129673269444844,62.57105415213083
63.19,58.373182733812946,61.73680909605769,62.57105415213083
62.83,58.373182733812946,61.99236276153092,62.57105415213083
62.68,58.373182733812946,61.828350970087804,62.57105415213083
62.07,58.373182733812946,62.13356694369025,62.57105415213083
61.72,58.373182733812946,61.70743511987191,62.57105415213083
61.34,58.373182733812946,62.13813540585226,62.57105415213083
60.97,58.373182733812946,61.74003175617034,62.57105415213083
61.1,58.373182733812946,61.50853491092527,62.57105415213083
60.89,58.373182733812946,61.513885909855105,62.57105415213083
62.82,58.373182733812946,60.982614322697735,62.57105415213083
65.02,58.373182733812946,62.79327409367848,62.57105415213083
45.95,58.373182733812946,63.405953979461025,62.57105415213083
26.95,58.373182733812946,27.03563189478362,62.57105415213083
30.1,58.373182733812946,27.116215803960387,62.57105415213083
57.68,58.373182733812946,41.93957924362612,62.57105415213083
60.2,58.373182733812946,66.86286491072622,62.57105415213083
62.42,58.373182733812946,59.765319475988775,62.57105415213083
62.83,58.373182733812946,62.564072338125165,62.57105415213083
63.08,58.373182733812946,62.719603663765135,62.57105415213083
61.68,58.373182733812946,61.63628571178055,62.57105415213083
62.74,58.373182733812946,60.17289998784351,62.57105415213083
62.43,58.373182733812946,63.05700570542284,62.57105415213083
61.83,58.373182733812946,62.01549116429574,62.57105415213083
62.28,58.373182733812946,61.70566347199024,62.57105415213083
63.27,58.373182733812946,61.99368458857505,62.57105415213083
63.91,58.373182733812946,63.13194450933097,62.57105415213083
62.33,58.373182733812946,63.027954516422774,62.57105415213083
62.38,58.373182733812946,60.84264863662471,62.57105415213083
61.62,58.373182733812946,62.28785562467777,62.57105415213083
61.52,58.373182733812946,61.78482987092741,62.57105415213083
61.1,58.373182733812946,62.56517615868946,62.57105415213083
60.94,58.373182733812946,61.309250829309995,62.57105415213083
61.22,58.373182733812946,61.483106888794914,62.57105415213083
62.09,58.373182733812946,61.3643402491866,62.57105415213083
62.52,58.373182733812946,61.94089808230833,62.57105415213083
48.37,58.373182733812946,61.60882745548867,62.57105415213083
27.38,58.373182733812946,34.423609055808164,62.57105415213083
27.12,58.373182733812946,26.18401658651396,62.57105415213083
31.74,58.373182733812946,37.562538052131394,62.57105415213083
27.83,58.373182733812946,54.32556209486973,62.57105415213083
55.32,58.373182733812946,43.136943011485705,62.57105415213083
61.12,58.373182733812946,56.015733336228045,62.57105415213083
62.54,58.373182733812946,58.75155050637682,62.57105415213083
61.72,58.373182733812946,62.05466302973516,62.57105415213083
62.74,58.373182733812946,62.33825167484737,62.57105415213083
62.84,58.373182733812946,61.70026507513243,62.57105415213083
62.28,58.373182733812946,61.492869721152445,62.57105415213083
62.58,58.373182733812946,61.890288226612746,62.57105415213083
63.83,58.373182733812946,62.07319345598997,62.57105415213083
63.33,58.373182733812946,63.52653280105371,62.57105415213083
62.12,58.373182733812946,62.34468630788519,62.57105415213083
62.82,58.373182733812946,61.111905566083884,62.57105415213083
62.37,58.373182733812946,62.9261674892847,62.57105415213083
61.39,58.373182733812946,62.52809772402886,62.57105415213083
61.18,58.373182733812946,61.05547434558044,62.57105415213083
61.09,58.373182733812946,61.430054463757585,62.57105415213083
61.21,58.373182733812946,61.75990235010394,62.57105415213083
61.72,58.373182733812946,61.69138133802297,62.57105415213083
62.62,58.373182733812946,61.545608534432986,62.57105415213083
62.87,58.373182733812946,61.97026331231325,62.57105415213083
62.66,58.373182733812946,61.692281659831146,62.57105415213083
62.22,58.373182733812946,61.549410994383,62.57105415213083
61.32,58.373182733812946,61.497243729888595,62.57105415213083
60.32,58.373182733812946,61.1997741371423,62.57105415213083
59.72,58.373182733812946,60.605605487201245,62.57105415213083
54.82,58.373182733812946,60.648075807331274,62.57105415213083
59.78,58.373182733812946,51.09154151713224,62.57105415213083
59.75,58.373182733812946,63.742132443144264,62.57105415213083
60.42,58.373182733812946,58.97611719175098,62.57105415213083
60.12,58.373182733812946,59.79710183195392,62.57105415213083
61.1,58.373182733812946,58.87936610100261,62.57105415213083
60.52,58.373182733812946,60.75611479291665,62.57105415213083
61.82,58.373182733812946,59.42836022522604,62.57105415213083
61.68,58.373182733812946,61.639220934471055,62.57105415213083
62.81,58.373182733812946,60.307985087045616,62.57105415213083
62.87,58.373182733812946,62.32185056300502,62.57105415213083
61.74,58.373182733812946,61.23463639839098,62.57105415213083
61.92,58.373182733812946,60.84466213934271,62.57105415213083
61.35,58.373182733812946,61.78631889651091,62.57105415213083
60.97,58.373182733812946,61.54525928641533,62.57105415213083
60.97,58.373182733812946,61.595230374973625,62.57105415213083
61.21,58.373182733812946,61.19907602095533,62.57105415213083
61.94,58.373182733812946,61.48594290137631,62.57105415213083
62.21,58.373182733812946,61.72125158142237,62.57105415213083
62.27,58.373182733812946,61.33543540798785,62.57105415213083
62.15,58.373182733812946,61.364535616384295,62.57105415213083
62.42,58.373182733812946,61.33144695009607,62.57105415213083
60.56,58.373182733812946,62.052276303920884,62.57105415213083
61.78,58.373182733812946,59.394597571151415,62.57105415213083
60.39,58.373182733812946,62.72289913818702,62.57105415213083
60.22,58.373182733812946,60.11431607555657,62.57105415213083
60.78,58.373182733812946,60.84106296493778,62.57105415213083
62.05,58.373182733812946,60.69989043543699,62.57105415213083
61.98,58.373182733812946,62.24622817753277,62.57105415213083
62.06,58.373182733812946,60.7159205883162,62.57105415213083
62.58,58.373182733812946,60.99288026205024,62.57105415213083
62.82,58.373182733812946,61.60611165809946,62.57105415213083
62.83,58.373182733812946,62.179010666351466,62.57105415213083
62.28,58.373182733812946,62.09535233798685,62.57105415213083
62.21,58.373182733812946,61.61038207000038,62.57105415213083
62.1,58.373182733812946,62.19315901165965,62.57105415213083
61.3,58.373182733812946,62.16985851541042,62.57105415213083
60.98,58.373182733812946,61.41251161636945,62.57105415213083
60.86,58.373182733812946,61.35258451501286,62.57105415213083
61.17,58.373182733812946,61.33172814076057,62.57105415213083
62.17,58.373182733812946,61.62584062739199,62.57105415213083
59.25,58.373182733812946,61.91955654291655,62.57105415213083
46.32,58.373182733812946,56.50966291866863,62.57105415213083
29.97,58.373182733812946,35.42812728883529,62.57105415213083
35.69,58.373182733812946,29.478787734300443,62.57105415213083
58.22,58.373182733812946,53.888101935389614,62.57105415213083
59.42,58.373182733812946,62.57109669407709,62.57105415213083
59.68,58.373182733812946,58.269235709099085,62.57105415213083
59.94,58.373182733812946,60.265370496708094,62.57105415213083
59.91,58.373182733812946,59.58487116939909,62.57105415213083
61.34,58.373182733812946,58.798995197947164,62.57105415213083
58.91,58.373182733812946,60.84054078295565,62.57105415213083
60.08,58.373182733812946,56.77517107816091,62.57105415213083
60.5,58.373182733812946,60.82205420714291,62.57105415213083
61.49,58.373182733812946,59.92044094294751,62.57105415213083
63.14,58.373182733812946,61.69746738184994,62.57105415213083
63.06,58.373182733812946,61.62682088816975,62.57105415213083
62.73,58.373182733812946,61.303308639234054,62.57105415213083
62.72,58.373182733812946,61.27470479410647,62.57105415213083
61.75,58.373182733812946,61.82100771484078,62.57105415213083
61.29,58.373182733812946,61.644548456919374,62.57105415213083
61.02,58.373182733812946,61.77408278393603,62.57105415213083
60.99,58.373182733812946,61.608584149061215,62.57105415213083
61.2,58.373182733812946,61.72657932641087,62.57105415213083
62.6,58.373182733812946,61.38008967030844,62.57105415213083
62.9,58.373182733812946,62.32544646842923,62.57105415213083
40.02,58.373182733812946,61.600105231979406,62.57105415213083
25.54,58.373182733812946,25.3707317075362,62.57105415213083
23.9,58.373182733812946,28.05452493729089,62.57105415213083
25.02,58.373182733812946,31.1484743043334,62.57105415213083
44.38,58.373182733812946,51.50349727868,62.57105415213083
63.12,58.373182733812946,53.68321256420663,62.57105415213083
62.28,58.373182733812946,62.738505426710795,62.57105415213083
61.92,58.373182733812946,62.924731396369715,62.57105415213083
61.47,58.373182733812946,62.86562262966029,62.57105415213083
60.93,58.373182733812946,60.60267659249494,62.57105415213083
59.92,58.373182733812946,61.579199508798546,62.57105415213083
61.78,58.373182733812946,60.146457592986074,62.57105415213083
61.62,58.373182733812946,62.7223080047009,62.57105415213083
62.76,58.373182733812946,60.913815200425596,62.57105415213083
62.78,58.373182733812946,62.26668040676553,62.57105415213083
62.7,58.373182733812946,61.17604902070416,62.57105415213083
62.4,58.373182733812946,61.97131344459482,62.57105415213083
61.81,58.373182733812946,61.56391026291348,62.57105415213083
61.43,58.373182733812946,61.786232542053106,62.57105415213083
60.9,58.373182733812946,61.76707120326559,62.57105415213083
61.04,58.373182733812946,61.358781232074065,62.57105415213083
61.14,58.373182733812946,61.69923440621108,62.57105415213083
62.56,58.373182733812946,61.294824945124205,62.57105415213083
67.27,58.373182733812946,62.41984402973362,62.57105415213083
44.3,58.373182733812946,65.77563325294003,62.57105415213083
26.76,58.373182733812946,25.81141639104901,62.57105415213083
25.72,58.373182733812946,27.66082202090125,62.57105415213083
25.72,58.373182733812946,32.025731184715774,62.57105415213083
43.01,58.373182733812946,51.44030829522503,62.57105415213083
62.79,58.373182733812946,57.02483202247246,62.57105415213083
63.11,58.373182733812946,62.1059148503929,62.57105415213083
62.54,58.373182733812946,62.89321111748706,62.57105415213083
61.75,58.373182733812946,63.19725363540605,62.57105415213083
61.52,58.373182733812946,61.01548260703166,62.57105415213083
60.22,58.373182733812946,61.91259038586012,62.57105415213083
61.16,58.373182733812946,60.23197370934435,62.57105415213083
62.1,58.373182733812946,62.367131760454846,62.57105415213083
62.98,58.373182733812946,61.970774509778934,62.57105415213083
63.02,58.373182733812946,62.30313938956852,62.57105415213083
62.06,58.373182733812946,61.40065760040287,62.57105415213083
62.2,58.373182733812946,60.89742692144285,62.57105415213083
61.72,58.373182733812946,62.091180777328496,62.57105415213083
61.22,58.373182733812946,61.85512107484208,62.57105415213083
55.82,58.373182733812946,61.702419085057606,62.57105415213083
61.08,58.373182733812946,51.116671942094754,62.57105415213083
61.18,58.373182733812946,65.00483157319783,62.57105415213083
62.88,58.373182733812946,60.35650755425025,62.57105415213083
63.02,58.373182733812946,62.461751961383754,62.57105415213083
45.52,58.373182733812946,61.52942516937093,62.57105415213083
28.87,58.373182733812946,28.825182847574823,62.57105415213083
24.81,58.373182733812946,28.813957734541134,62.57105415213083
28.85,58.373182733812946,31.36280534918391,62.57105415213083
45.94,58.373182733812946,53.64563569943123,62.57105415213083
